Drug_ID,Partition_Coefficient_LogP,pKa,Total_Body_Clearance_CLT,Molecular_Weight,Protein_Binding_Percent,IC50_Sodium_Channel_Inhibition,ALT_Level
Drug_69,-1.4781454942416041,5.482355103485435,1.7305928989797295,275.26791370733076,69.97166194603042,464.2411482961496,35.63703831135775
Drug_70,4.908208556203621,5.010672941578572,3.369129142227826,402.80788641576424,85.3729629741768,55.401362272707146,67.32283849686567
Drug_71,3.405713385076602,5.074156843191931,7.591839906317487,411.98896096361284,38.8653145842851,298.7666940732571,237.82748122143607
Drug_72,-0.6089902292607932,4.63525425734937,5.24192000908898,383.00222512384573,70.20705370733378,383.2986114799817,83.22392483668638
Drug_73,-1.9613451801347832,3.294652327454533,2.1283246140920546,293.8722182640945,62.88752263046515,268.2580943858186,50.52622944808847
Drug_74,3.708229999183839,3.1251175431338964,8.790517773705204,281.32887612921974,63.68036069094228,88.43136357322476,120.56146999719837
Drug_75,2.9480014069333196,9.914056728152222,8.807860364020138,379.30048481081093,70.74538889885721,487.607625512556,83.70105840645968
Drug_76,3.103050176286911,5.994411936151036,8.718726407955469,459.82869008350747,61.20696640848977,283.1046941192441,18.438220065086597
Drug_77,3.39889242680162,5.690286530117772,2.464082492677239,484.0201186770187,48.18655086793727,326.3838099435551,87.55485214706015
Drug_78,-1.4816874378613676,7.757530978851489,4.567269507391782,231.77174132112728,34.55711979986867,156.4744022183783,140.58606974547246
Drug_79,0.5092600998099082,4.527777215055449,9.851397595794664,246.44858377931595,78.40373845127498,267.5741382980617,142.41096928479206
Drug_80,-1.188916583324092,9.649728287651577,7.742923515468904,483.4208776349239,30.13824627028357,243.11727138124485,95.57414108245328
Drug_81,4.041723981129155,8.504415100908865,0.36895747013304225,420.9605685004378,71.61953324774287,83.70312890089268,117.35266150062415
Drug_82,2.363086887792905,3.6258770161858167,0.7455254534788713,464.8981474489319,30.76662121579007,97.77215909636024,241.72430037634393
Drug_83,0.3162861739685443,5.923065430494498,4.692920630442094,260.78979024060294,65.65438512594639,426.86263382844857,100.56363453527479
Drug_84,-1.5550915479978347,9.153828152935153,9.101280038029445,376.2757613328206,76.48996577448358,157.9189784929656,71.97443518239592
Drug_85,0.17687625200963542,9.613124156039872,5.433147799731871,410.3418783252421,29.46553611268199,137.73122217438373,68.43209057602243
Drug_86,0.2762832541872293,6.271810578749088,5.028343829539473,404.0335656340918,15.334953776656437,277.21015306256265,119.8635070489922
Drug_87,3.1072432483664487,7.293879724474954,1.1441896295706429,322.44550726000944,21.656663126481494,395.9362091131308,192.28483569206657
Drug_88,2.462902299486492,4.169237622644527,6.602123036770511,204.61846750739255,63.93373008712127,77.87593336054456,59.43716420523357
Drug_89,4.210489198034286,9.938180382958835,8.238821289942232,374.87781704127894,85.60073015409046,309.56356383721516,180.23107051378435
Drug_90,1.305504476133645,4.621701909684104,3.866158074324867,275.93046175388264,14.004717089952768,103.644699278258,15.075957603859909
Drug_91,-1.162840278431888,9.599122418945878,7.778557324160742,335.07627384286707,75.33946205470652,66.40747287152831,110.54391471614704
Drug_92,2.9927135105609652,7.54752654294658,9.648318873618035,487.27430452514517,40.377359489554635,73.73477847299782,196.20761564866885
Drug_93,3.325495340318282,7.254157564152014,2.1172879453641222,319.71059529273043,52.5890249228375,425.3738486937986,91.29590938586354
Drug_94,1.9289403829864735,6.58881957711556,5.280963348827939,451.94048199932803,92.66849993625534,103.08761763262771,145.29690434689587
Drug_95,3.3967702596819267,4.614688682024311,2.942665785037298,256.5621817247753,39.545463921490246,70.31811398553137,59.19501587821859
Drug_96,1.4565691745507352,4.235696224038557,7.9492587484350095,401.7381494075087,51.414987120614256,247.05494921431054,188.07889387028135
Drug_97,1.6591298056739583,4.543403463491227,5.818174322223459,493.10208633168304,11.217734913700617,429.79706237391116,22.546984784502307
Drug_98,0.9927871285098475,4.3050678350097815,6.382365933748007,230.56793026188103,17.262286080430613,168.0837694201859,214.6102347701201
Drug_99,-1.8220661127913336,8.457091314967272,7.999350180197351,202.4959826681576,33.01465161099578,239.77067788666238,57.56713274120035
Drug_100,-1.2447600110468688,5.450876814167111,4.020107679358303,330.0748377897843,12.478849433075622,67.96513965368806,219.85552760999937
Drug_101,-1.7799957001928601,3.4048987359437746,9.159391677229728,227.78764491541017,66.19240401829434,252.08533136069414,94.60701791212416
Drug_102,2.454872878846463,9.78371841098568,5.376985785736785,424.5153049028694,47.94945375534441,309.9258862867102,183.44405787387677
Drug_103,0.2004918675342866,9.186501194743979,1.6637527460699455,474.36459915456766,58.78492304279396,306.9081741884652,86.61407146868524
Drug_104,1.5599948381529192,9.49426598236649,6.989401269871144,330.2062918126277,25.54359954477333,199.59201147846431,227.4188010963154
Drug_105,4.352965317482651,9.964354758525047,7.953287369338718,277.61349264663227,36.33795061985883,191.989931298411,40.392910124409845
Drug_106,-0.2549543959578755,4.217266744536412,3.235940602968514,330.32099570198295,69.08037826189253,97.98062852146904,52.844749425423686
Drug_107,0.8726804612494083,5.773694132318611,8.586074644287654,417.0343453550003,95.91194240310558,215.05924429082077,128.32723003811253
Drug_108,3.2888579698013407,8.30766932992864,9.070818222181087,202.7162484741113,14.487092850596618,94.7726009928341,29.66522536915507
Drug_109,-0.39841284155864276,7.872144326376546,2.8413544250403087,376.8361968454092,89.24420455611869,394.9681751204232,57.03524432842286
Drug_110,-1.461140631198449,4.077271344378985,9.836862579880698,383.98750546621375,61.342426916697555,484.82343398668365,236.50393173088344
Drug_111,0.028260170396376072,8.710831874934325,1.4930441276827084,391.30647406878063,60.18884144125051,486.5335055000181,244.3575186754929
Drug_112,-0.8714509892219691,4.571084002856624,2.099955117184651,272.60662399426315,54.52478963349067,439.28199471892725,100.30223903930127
Drug_113,4.507883566398012,4.566723303758362,1.9238259084564588,414.215817013438,16.17607364547232,320.3564672028286,231.58864504334454
Drug_114,3.6568426569509187,6.758820960253895,8.950498129077918,227.41744589953294,17.9990398045183,365.38956375974595,140.7579221616236
Drug_115,2.433826295572964,7.150579543891922,6.577496268017122,259.78110094004023,63.481168503658665,178.34261120618632,74.73819180970409
Drug_116,4.1002241313140235,7.060603454864678,1.6058324039005016,463.2410139963446,40.34531285776469,333.8466890776793,178.57569305934368
Drug_117,3.6257045382938013,3.640407861784284,4.459201841846655,421.61694521796994,91.63685792541358,255.04229724794484,168.13643357796573
Drug_118,-0.694009587797749,9.142226038412662,6.1914504481910395,204.1236662034036,46.18655782499303,266.90780289961964,247.390076586096
Drug_119,4.247912989429844,4.859200298120943,0.9262944413948946,274.51287811094005,22.752049824535057,390.99945216882105,73.611348978228
Drug_120,1.7753956934095552,3.906604448979629,8.835922047232653,264.3219448979494,73.6099761816812,176.86326001876324,171.2942806388165
Drug_121,3.6520810861484376,9.22123655908284,8.055675000871199,281.24189841109177,36.10845450824988,193.11782526253396,22.485701207067255
Drug_122,4.2726390994644525,9.689560487608274,5.101547058408718,274.2679310839659,56.76685735467449,466.0888060078865,37.27504928721266
Drug_123,0.22602432480304735,9.034893320858155,9.674553491065787,218.75788872285372,72.10711790996012,75.30093268293751,10.940409988262383
Drug_124,-1.2296365283062627,8.666612523074146,4.235833694823487,337.6821549790461,90.12350589698427,268.5354342860032,249.87056345432154
Drug_125,-0.4044538622064082,7.586693864473152,9.842692158461329,419.82004243584953,80.50501633734918,460.7603601835378,202.54568731539467
Drug_126,0.9897545203837943,6.856001594263975,6.712407988155908,382.0195174152309,70.19613504067244,324.66335351817065,198.8135235360498
Drug_127,3.7261033614574517,3.608907319379871,6.383245605214021,401.86150057942393,70.48735323316778,295.88318339545947,132.33425806916313
Drug_128,4.0251140827944045,5.859172491494891,1.7429534634282717,224.34475356087174,94.18729331885571,162.38488065320985,82.01609989730558
Drug_129,-1.9513350862816652,5.608819619086198,8.831084807215975,485.44721305303614,36.32834467719171,204.47397007900173,46.30342827104222
Drug_130,1.57523111804296,4.818276486322283,4.33214791041409,451.54755015290743,10.098976383460679,433.4217871121118,78.32193732315127
Drug_131,0.9218770220414529,8.063940795820095,1.7061107172465457,441.5270955486988,34.20395578643968,301.6481592958062,100.23309326299339
Drug_132,-0.44524532670488837,6.471130145551395,0.22481444776001452,446.89514151253024,29.392332786780216,281.63398719055095,191.5144232752706
Drug_133,-1.1609424286642205,3.5673235113535355,5.641581268019987,479.8131524398284,68.90327807514583,94.81087109301302,139.51882933675657
Drug_134,0.3633061998253959,4.54128241364868,5.321256259014495,363.27618983410935,66.4003323791321,57.21267040480541,28.596070373315847
Drug_135,4.600367927387634,7.782811345617171,7.22160086145467,260.08460536028775,62.81806306072042,483.6583349091721,14.326962150138938
Drug_136,0.2624205241452868,3.532916016432101,8.91355472487624,385.03508235576237,11.445666445641379,219.64377527907874,34.559723088175154
Drug_137,1.6315343522035626,8.958448398341382,0.8861251879659923,422.8644481003817,74.86124684610762,321.44587794477695,108.51969128737105
Drug_138,2.921132712266245,6.466025689097821,7.341815254369587,421.37521800620766,38.794206711208744,85.87178293427824,233.9663000917644
Drug_139,0.5454072166550579,6.3641060412865365,1.955378246566064,356.43470725006404,69.18998302159017,357.40142857537097,162.97659549021319
Drug_140,4.8024745790467245,7.146854492616623,8.595952826255923,220.5376158000734,59.535480136691646,469.6550189176824,202.43821597012362
Drug_141,4.737131064594779,8.772766761476044,8.208728787230395,311.33388152903836,40.50305236308374,309.0493638488388,121.92990268109165
Drug_142,-0.2375239292224509,5.434664455315351,5.453858174356889,476.2299825390072,21.97728777226559,106.75189506893476,96.79985996681027
Drug_143,1.480739541246698,7.746113067913445,7.131403706370784,375.3346729272278,18.403281891782804,311.7746873630645,36.01608945198946
Drug_144,0.10614816871738775,6.960123747970537,3.2120661205191094,361.499582976714,84.00513164698789,394.8562458970936,220.2239253246892
Drug_145,-0.0061165393577267135,4.86919789118595,4.764562199434865,280.65605431465804,91.73738124525866,232.8874414583084,197.95840696669669
Drug_146,-1.7417913685182704,9.150409904486107,8.234205287333669,310.53467597497365,67.83113616202266,445.92698657366054,50.348343423454025
Drug_147,2.266950337859278,8.581982151248496,4.646725452014818,468.60382674595076,19.20563622258302,341.907329010814,132.94253533030252
Drug_148,1.5187531626020303,7.609162842608979,3.642202826721874,399.9389142580507,45.78042230305343,454.6620132301411,126.96995390109878
Drug_149,-1.6396487412500744,8.954072103659694,4.992703227777969,436.2161080256999,74.87558880935899,330.57739006130174,160.02197264476686
Drug_150,-0.049474750343720064,9.071059406718616,8.299667599128462,336.30362692029655,79.40405867689606,109.0795874021709,237.0848545579027
Drug_151,4.357861201766576,7.958540837005243,3.4185596689716404,389.0741658368474,20.521457383906885,189.3612699973351,149.1451460229951
Drug_152,-0.32306676533119294,8.859093298545705,1.8202397720438637,274.51508262296227,10.002733977239036,140.80772671360563,139.65214402686846
Drug_153,-0.9857358953614384,7.882300231684986,7.1489388012747295,411.6382490850459,73.38019708337384,458.97192397258806,22.077503904319347
Drug_154,1.426169321942941,7.7609854023221025,8.27718430581001,328.2804001110012,41.737059662772296,392.1800302793672,25.097794244325744
Drug_155,4.899553178774205,7.33027964750629,1.09631103738298,332.76365444442365,32.64883851402516,354.3792660095027,54.963229918429334
Drug_156,-0.3056130994194972,8.269016476903488,2.474753716283853,394.7966973730645,11.147874811267764,185.43484383422975,17.792985206019587
Drug_157,2.7049488318411496,4.110235737051516,1.5055226986338397,480.884186440678,58.086647201773474,132.82014742259608,188.40469493680297
Drug_158,3.3313373073010233,9.1660953143925,3.54461997466345,219.2019039825863,85.75241545291237,390.4029895950103,183.59927295855115
Drug_159,-0.3365371920532023,9.102904694216624,4.558474691163585,447.4229712041023,95.22921651826033,263.37107564558585,42.653496263594306
Drug_160,3.0975144402830175,3.204730981241914,7.513380735936734,287.71493312365794,60.35130060458274,151.6052984677831,210.65893619086742
Drug_161,0.5744819290347727,8.780717253953338,6.546361090328574,333.17583635191335,55.78705816885058,327.4798901743738,47.148648363066876
Drug_162,2.4261408141550564,3.9020890723141166,6.247192818036469,206.57399863250268,17.57001830854246,68.15023346230339,82.28214087936611
Drug_163,2.434707975326263,5.345831979813993,3.5885119714355787,290.3138233502939,58.84967933729138,196.77661435771407,69.7544557987276
Drug_164,1.7504227885233092,8.204557794041254,8.430330775539124,350.78937278903913,43.81813802792012,260.8506475660106,99.35370365753147
Drug_165,-1.3679716096191419,4.1253192723381575,4.765742957241829,216.8528232042317,64.03503999863835,116.58125034923263,71.11930381359085
Drug_166,3.847117469124666,8.725769168833436,9.79313888635003,347.3287188149495,44.59664496101266,493.0945149158778,127.34822234522849
Drug_167,0.24546045480215106,8.824939245704194,6.378007169127795,478.1331886575282,31.38662198708264,144.0938140653264,107.7778915251245
Drug_168,-0.6943704272010205,6.552274136325853,1.3500209414885773,231.61796543234158,18.45190949532551,108.65890851946949,246.77667778703838
Drug_169,-1.7145740091166526,3.044701102017835,6.794157864546796,429.3322184226513,38.02774156841172,141.59069324910337,23.42232403077416
Drug_170,2.136250602317693,5.0092669322243895,3.31852975277382,322.9013160127978,18.601390251609953,396.0775099218759,44.12353033296439
Drug_171,2.7429505328959767,7.318488428630196,6.894639247192364,396.55211435730143,25.743828623334572,241.47754667232925,22.678214538064594
Drug_172,-1.8838851975050068,9.868303246191964,0.7894473668078168,278.0709793955688,97.87291811357959,304.43717288864207,160.20188679577018
Drug_173,1.5846514080949667,7.422694689116678,1.8313262280419982,247.8476787624075,49.52521656468906,59.45412064386234,23.0822265792927
Drug_174,-0.4145295736144343,4.818625067449119,8.571798863167285,248.13878428136792,57.33658721894648,65.49408885799156,210.7455369702696
Drug_175,2.5162095328661493,7.438039921697279,2.3490776145327974,221.14758369294339,87.75204905761217,250.62149742215726,132.86527136366266
Drug_176,-0.77943499696506,6.779897658010988,8.386707139905106,255.6940114703729,98.60563214367122,417.4948594407306,136.48182989956808
Drug_177,2.8365641667172614,8.458917766058004,2.8648332756986634,399.2658154966905,61.861585991676655,448.35749541840437,144.78268185092662
Drug_178,0.7071474241037619,3.7488644717887087,6.464530909581206,464.5071835530524,82.31017007293127,89.0179554180381,50.995289513490576
Drug_179,4.557109921157141,8.327195317514196,6.972090677747327,444.2377056773486,39.0977511659641,292.2633959454603,57.44567274747701
Drug_180,-1.0373533909780472,6.788866050732771,5.175282056136024,405.54029296234523,37.21121221280891,460.9533588256717,86.51615748952112
Drug_181,0.38746445735180934,9.740944027012961,3.12257569929764,233.12955902333078,45.840631168515856,224.58773947904888,152.43913979724434
Drug_182,-1.2056853513158765,5.393105162270802,2.2051793260738517,286.75623388878495,69.85314637795477,423.3046241427659,60.428266225651484
Drug_183,4.472855327949939,7.4283532519376365,0.42857461016801957,292.9420625967407,70.71506034370378,110.16304447974629,37.919614511982694
Drug_184,4.1413754736668675,9.524196738570122,3.109069372283166,274.98708391928636,38.05630968380112,470.92752035050944,242.82805274042371
Drug_185,-0.19440860599391074,3.717568095934755,6.566311626259702,354.50169791291694,21.855683248159956,388.1404928890862,15.275635554309499
Drug_186,2.6198883222392535,9.560599410655158,9.389217702639979,360.6661444639018,66.28326682543026,473.6004767541057,202.6473772806452
Drug_187,3.720555401408511,7.815200056105693,8.724924374404216,307.06579255133306,21.421001734800043,354.47775509862794,199.1284358980053
Drug_188,1.8864056811962362,3.4748594137362034,7.684041287699496,306.1367476209308,61.48583323241038,213.53176939974216,81.33138732282303
Drug_189,1.7075540484920455,5.106744968627714,7.905628698207657,448.5666793718244,71.7145693970115,472.1815276361251,42.55038784175522
Drug_190,-0.3070339636968382,7.957204620516971,6.683350544412353,436.78785449590566,72.35442317910619,174.00504933913032,44.95087520930162
Drug_191,-1.3482806253587056,3.4714542102814017,2.67683988990343,292.3387495042237,77.05901784870412,199.47763492777963,177.3835881369262
Drug_192,4.280510305673287,7.075193221233913,9.081230803987715,474.1365331619778,87.68448851934414,365.36378810078315,164.27358186068167
Drug_193,4.302926400143313,5.421181398670697,6.740249887867757,485.8445051007518,54.49635028486617,394.3923347864238,197.8589618203328
Drug_194,2.4317102009128755,7.34640862437234,5.6483622467063554,298.02276260901226,74.99217786813183,468.23156773211923,234.99548137578512
Drug_195,0.37320853734090464,3.32019423668759,1.1987957452134628,306.3274846379164,65.10637344755946,142.16108407529427,176.06256718398208
Drug_196,0.44446702228862645,9.100757643066634,4.525849883683612,351.69024602658766,26.610954641993747,409.0991158486508,47.40436877234643
Drug_197,3.081689752091676,9.814422784241778,4.65754688489907,482.33624376010204,12.286378393377326,382.3457240286335,68.42622802369857
Drug_198,4.279771819668039,9.78214498699984,8.659179734274433,462.89582994269347,35.324183325247105,78.70755031411903,212.1264954095475
Drug_199,4.209604969855821,8.247562822200473,5.511817379859106,230.77038877507692,49.42999986404813,224.25041354459313,60.23345820021006
Drug_200,3.4591288210033673,3.9106036809144236,3.865965434807056,317.8192229814249,64.92242905415041,177.24445567704436,27.405356069075538
Drug_201,2.4942215230800144,8.307842371503158,9.770323252255528,366.01135692493153,85.64638041478528,187.02069095931367,178.7872129701401
Drug_202,-1.411020245034658,3.1721084152116106,1.1961338739305254,350.93974176546203,27.46586878684874,492.32609579961536,106.60632531763409
Drug_203,-0.8685990013377036,3.1548648607029808,4.283229440288252,258.1589203810678,21.173931300964462,339.24983606596754,230.80961261101686
Drug_204,4.289879319689555,5.265271534046789,0.5160442841969124,457.6450313504464,95.74971532521515,372.9542710070748,166.06121706247876
Drug_205,2.24500341761713,6.42050233283266,7.42505079559261,403.0822348990512,19.615965784500233,489.47793679175413,31.70055466999858
Drug_206,-1.9356206386835924,8.392851924654552,9.188957866771592,451.3725124555411,52.585705239539834,219.7408021059374,237.48557614087858
Drug_207,-1.2896991999377754,7.783067636245536,2.8723695625498458,457.62928380484163,62.115171862603866,410.82807580376266,72.05374327365902
Drug_208,2.644512383756391,6.121318944637238,8.597582600311297,424.50675609972194,58.18232346076201,245.53893348702292,90.93099769750859
Drug_209,-1.9645689130764692,4.9153866639716615,2.992960481572788,331.76318037491524,17.656861975931946,441.2901523167409,106.5424992840501
Drug_210,-0.8743436400775093,9.979871501103979,9.116624600274761,383.1640265046274,15.075395346322123,131.29589359008645,22.29383113703518
Drug_211,1.8411365255661027,5.983269115651811,7.564222845608161,248.10962183592295,19.388025044032176,476.4587796789258,129.16370133534517
Drug_212,2.843266383848853,6.159709170307728,8.068577090730242,402.0936252424723,62.11730386466251,148.44726878489587,39.59643785807014
Drug_213,2.5637288165182035,4.145366748341685,0.2782649004444996,253.77597672178422,58.44669499945458,196.79922814141918,106.23287840520442
Drug_214,-0.4301148337760816,8.563666841249505,9.631822535032857,408.18487715304707,30.80293049127024,390.2865053480512,94.17034911810023
Drug_215,2.985254549432751,7.855775580470421,7.2940428214962,268.8794482261906,66.76189862425764,227.18981370443302,195.4816200223608
Drug_216,-0.3392563875223995,4.545387289521322,3.11703584432272,235.265390045066,82.98600768295279,323.695119544901,202.76092279185548
Drug_217,0.2777978871148741,3.576667319310899,8.311007182102585,249.58534704288724,13.700527426346845,250.05807548124284,46.819091773381125
Drug_218,3.225439835826169,7.763495114522992,2.887059864307807,200.5976405657211,54.33356497577577,384.06647169040184,97.97228497101429
